Gene_set,Term,Overlap,P-value,Adjusted P-value,Genes
GO_Biological_Process_2021,positive regulation of heart contraction (GO:0045823),1/20,0.1017779964901721,0.2652230900494566,KCNQ1
GO_Biological_Process_2021,positive regulation of dendrite morphogenesis (GO:0050775),1/20,0.1017779964901721,0.2652230900494566,DHX36
GO_Biological_Process_2021,positive regulation of natural killer cell mediated cytotoxicity (GO:0045954),1/20,0.1017779964901721,0.2652230900494566,KLRC2
GO_Biological_Process_2021,positive regulation of peptidyl-lysine acetylation (GO:2000758),1/20,0.1017779964901721,0.2652230900494566,BRCA1
GO_Biological_Process_2021,positive regulation of alpha-beta T cell activation (GO:0046635),1/20,0.1017779964901721,0.2652230900494566,HLA-DRB1
GO_Biological_Process_2021,negative regulation of viral life cycle (GO:1903901),1/20,0.1017779964901721,0.2652230900494566,TRIM31
GO_Biological_Process_2021,cellular modified amino acid biosynthetic process (GO:0042398),1/20,0.1017779964901721,0.2652230900494566,CNDP2
GO_Biological_Process_2021,regulation of smooth muscle contraction (GO:0006940),1/20,0.1017779964901721,0.2652230900494566,PROK2
GO_Biological_Process_2021,cardiac epithelial to mesenchymal transition (GO:0060317),1/20,0.1017779964901721,0.2652230900494566,BMP4
GO_Biological_Process_2021,negative regulation of axon extension involved in axon guidance (GO:0048843),1/20,0.1017779964901721,0.2652230900494566,SEMA3E
GO_Biological_Process_2021,positive regulation of epidermal cell differentiation (GO:0045606),1/20,0.1017779964901721,0.2652230900494566,BMP4
GO_Biological_Process_2021,positive regulation of epithelial cell differentiation (GO:0030858),1/20,0.1017779964901721,0.2652230900494566,BMP4
GO_Biological_Process_2021,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460),1/20,0.1017779964901721,0.2652230900494566,HLA-DRB1
GO_Biological_Process_2021,regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),2/100,0.1002338670046704,0.2652230900494566,ZEB2;PRDM16
GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981),7/742,0.1030163882162399,0.2677324314069124,BMP4;PROK2;HTT;SAP18;KALRN;NGEF;CD44
GO_Biological_Process_2021,protein O-linked glycosylation (GO:0006493),2/102,0.1036051386338927,0.2685445193390501,MUC4;GALNT10
GO_Biological_Process_2021,sensory perception of pain (GO:0019233),1/21,0.1065882865370486,0.2712141741204484,PROK2
GO_Biological_Process_2021,regulation of transcription by RNA polymerase III (GO:0006359),1/21,0.1065882865370486,0.2712141741204484,DHX36
GO_Biological_Process_2021,cellular response to steroid hormone stimulus (GO:0071383),1/21,0.1065882865370486,0.2712141741204484,BMP4
GO_Biological_Process_2021,regulation of fibroblast migration (GO:0010762),1/21,0.1065882865370486,0.2712141741204484,HAS1
GO_Biological_Process_2021,zinc ion transport (GO:0006829),1/21,0.1065882865370486,0.2712141741204484,SLC39A7
GO_Biological_Process_2021,melanosome localization (GO:0032400),1/21,0.1065882865370486,0.2712141741204484,MLPH
GO_Biological_Process_2021,endocardial cushion development (GO:0003197),1/21,0.1065882865370486,0.2712141741204484,BMP4
GO_Biological_Process_2021,negative regulation of phosphate metabolic process (GO:0045936),1/22,0.111373055412618,0.2754570225472385,BMP4
GO_Biological_Process_2021,regulation of cardiac muscle cell membrane repolarization (GO:0099623),1/22,0.111373055412618,0.2754570225472385,KCNQ1
GO_Biological_Process_2021,negative regulation of lipid biosynthetic process (GO:0051055),1/22,0.111373055412618,0.2754570225472385,BRCA1
GO_Biological_Process_2021,membrane lipid metabolic process (GO:0006643),1/22,0.111373055412618,0.2754570225472385,TECR
GO_Biological_Process_2021,regulation of viral release from host cell (GO:1902186),1/22,0.111373055412618,0.2754570225472385,TRIM31
GO_Biological_Process_2021,zinc ion transmembrane transport (GO:0071577),1/22,0.111373055412618,0.2754570225472385,SLC39A7
GO_Biological_Process_2021,"positive regulation of DNA-templated transcription, initiation (GO:2000144)",1/22,0.111373055412618,0.2754570225472385,DHX36
GO_Biological_Process_2021,regulation of adenylate cyclase activity (GO:0045761),1/22,0.111373055412618,0.2754570225472385,GRM2
GO_Biological_Process_2021,positive regulation of calcium ion transmembrane transporter activity (GO:1901021),1/22,0.111373055412618,0.2754570225472385,HTT
GO_Biological_Process_2021,positive regulation of dendritic spine development (GO:0060999),1/22,0.111373055412618,0.2754570225472385,DHX36
GO_Biological_Process_2021,amino acid import (GO:0043090),1/22,0.111373055412618,0.2754570225472385,SLC7A1
GO_Biological_Process_2021,positive regulation of mRNA processing (GO:0050685),1/23,0.1161324372751874,0.2780313522942912,DHX36
GO_Biological_Process_2021,positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261),1/23,0.1161324372751874,0.2780313522942912,DHX36
GO_Biological_Process_2021,regulation of interleukin-4 production (GO:0032673),1/23,0.1161324372751874,0.2780313522942912,HLA-DRB1
GO_Biological_Process_2021,negative regulation of reactive oxygen species metabolic process (GO:2000378),1/23,0.1161324372751874,0.2780313522942912,BRCA1
GO_Biological_Process_2021,cytoskeleton-dependent intracellular transport (GO:0030705),1/23,0.1161324372751874,0.2780313522942912,CCDC88C
GO_Biological_Process_2021,vesicle transport along microtubule (GO:0047496),1/23,0.1161324372751874,0.2780313522942912,HTT
GO_Biological_Process_2021,positive regulation of morphogenesis of an epithelium (GO:1905332),1/23,0.1161324372751874,0.2780313522942912,BMP4
GO_Biological_Process_2021,positive regulation of histone acetylation (GO:0035066),1/23,0.1161324372751874,0.2780313522942912,BRCA1
GO_Biological_Process_2021,regulation of protein export from nucleus (GO:0046825),1/23,0.1161324372751874,0.2780313522942912,PTPN14
GO_Biological_Process_2021,positive regulation of natural killer cell mediated immunity (GO:0002717),1/23,0.1161324372751874,0.2780313522942912,KLRC2
GO_Biological_Process_2021,negative regulation of intracellular protein transport (GO:0090317),1/23,0.1161324372751874,0.2780313522942912,INSIG1
GO_Biological_Process_2021,DNA replication (GO:0006260),2/108,0.1139002540395629,0.2780313522942912,TOP1MT;BRCA1
GO_Biological_Process_2021,ear morphogenesis (GO:0042471),1/23,0.1161324372751874,0.2780313522942912,ZIC1
GO_Biological_Process_2021,establishment of mitotic spindle orientation (GO:0000132),1/24,0.1208665655220423,0.2810581380081941,HTT
GO_Biological_Process_2021,protein K48-linked deubiquitination (GO:0071108),1/24,0.1208665655220423,0.2810581380081941,OTUD7A
GO_Biological_Process_2021,"wound healing, spreading of cells (GO:0044319)",1/24,0.1208665655220423,0.2810581380081941,CD44
GO_Biological_Process_2021,positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511),1/24,0.1208665655220423,0.2810581380081941,ZEB2
GO_Biological_Process_2021,positive regulation of viral life cycle (GO:1903902),1/24,0.1208665655220423,0.2810581380081941,HLA-DRB1
GO_Biological_Process_2021,cellular response to catecholamine stimulus (GO:0071870),1/24,0.1208665655220423,0.2810581380081941,KCNQ1
GO_Biological_Process_2021,regulation of axon extension involved in axon guidance (GO:0048841),1/24,0.1208665655220423,0.2810581380081941,SEMA3E
GO_Biological_Process_2021,cellular divalent inorganic cation homeostasis (GO:0072503),2/111,0.1191435594929866,0.2810581380081941,SLC39A7;HTR2A
GO_Biological_Process_2021,positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846),1/24,0.1208665655220423,0.2810581380081941,ZEB2
GO_Biological_Process_2021,regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030947),1/24,0.1208665655220423,0.2810581380081941,EPN2
GO_Biological_Process_2021,inner ear morphogenesis (GO:0042472),1/24,0.1208665655220423,0.2810581380081941,ZIC1
GO_Biological_Process_2021,amino acid import across plasma membrane (GO:0089718),1/24,0.1208665655220423,0.2810581380081941,SLC7A1
GO_Biological_Process_2021,cellular polysaccharide biosynthetic process (GO:0033692),1/25,0.1255755728775445,0.2858535288922091,HAS1
GO_Biological_Process_2021,outflow tract septum morphogenesis (GO:0003148),1/25,0.1255755728775445,0.2858535288922091,BMP4
GO_Biological_Process_2021,positive regulation of vascular endothelial growth factor production (GO:0010575),1/25,0.1255755728775445,0.2858535288922091,BRCA1
GO_Biological_Process_2021,in utero embryonic development (GO:0001701),1/25,0.1255755728775445,0.2858535288922091,PTPRR
GO_Biological_Process_2021,cardiac conduction system development (GO:0003161),1/25,0.1255755728775445,0.2858535288922091,BMP4
GO_Biological_Process_2021,regulation of heterotypic cell-cell adhesion (GO:0034114),1/25,0.1255755728775445,0.2858535288922091,CD44
GO_Biological_Process_2021,regulation of interferon-alpha production (GO:0032647),1/25,0.1255755728775445,0.2858535288922091,DHX36
GO_Biological_Process_2021,negative regulation of sequestering of calcium ion (GO:0051283),1/25,0.1255755728775445,0.2858535288922091,HTR2A
GO_Biological_Process_2021,regulation of epidermal cell differentiation (GO:0045604),1/25,0.1255755728775445,0.2858535288922091,BMP4
GO_Biological_Process_2021,cellular response to lectin (GO:1990858),2/115,0.1262265378830135,0.2859957921265481,KLRC2;MUC4
GO_Biological_Process_2021,stimulatory C-type lectin receptor signaling pathway (GO:0002223),2/115,0.1262265378830135,0.2859957921265481,KLRC2;MUC4
GO_Biological_Process_2021,regulation of telomere maintenance (GO:0032204),1/26,0.1302595913745322,0.2871027728254996,DHX36
GO_Biological_Process_2021,DNA geometric change (GO:0032392),1/26,0.1302595913745322,0.2871027728254996,DHX36
GO_Biological_Process_2021,cellular response to drug (GO:0035690),1/26,0.1302595913745322,0.2871027728254996,KCNQ1
GO_Biological_Process_2021,metanephros development (GO:0001656),1/26,0.1302595913745322,0.2871027728254996,BMP4
GO_Biological_Process_2021,positive regulation of ion transmembrane transporter activity (GO:0032414),1/26,0.1302595913745322,0.2871027728254996,TRPC6
GO_Biological_Process_2021,positive regulation of T cell mediated cytotoxicity (GO:0001916),1/26,0.1302595913745322,0.2871027728254996,HLA-DRB1
GO_Biological_Process_2021,mononuclear cell differentiation (GO:1903131),1/26,0.1302595913745322,0.2871027728254996,BMP4
GO_Biological_Process_2021,ion transport (GO:0006811),2/116,0.128012907066759,0.2871027728254996,GABRB1;TRPC6
GO_Biological_Process_2021,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230),1/26,0.1302595913745322,0.2871027728254996,CD44
GO_Biological_Process_2021,regulation of viral life cycle (GO:1903900),1/26,0.1302595913745322,0.2871027728254996,TRIM31
GO_Biological_Process_2021,positive regulation of histone methylation (GO:0031062),1/26,0.1302595913745322,0.2871027728254996,BRCA1
GO_Biological_Process_2021,regulation of biomineral tissue development (GO:0070167),1/26,0.1302595913745322,0.2871027728254996,NBR1
GO_Biological_Process_2021,positive regulation of BMP signaling pathway (GO:0030513),1/27,0.1349187523794031,0.2914245051395107,BMP4
GO_Biological_Process_2021,stress-activated protein kinase signaling cascade (GO:0031098),1/27,0.1349187523794031,0.2914245051395107,CCDC88C
GO_Biological_Process_2021,protein peptidyl-prolyl isomerization (GO:0000413),1/27,0.1349187523794031,0.2914245051395107,PPIG
GO_Biological_Process_2021,innate immune response activating cell surface receptor signaling pathway (GO:0002220),2/119,0.1334076711764249,0.2914245051395107,KLRC2;MUC4
GO_Biological_Process_2021,positive regulation of gene silencing by miRNA (GO:2000637),1/27,0.1349187523794031,0.2914245051395107,BMP4
GO_Biological_Process_2021,L-alpha-amino acid transmembrane transport (GO:1902475),1/27,0.1349187523794031,0.2914245051395107,SLC7A1
GO_Biological_Process_2021,release of sequestered calcium ion into cytosol (GO:0051209),1/27,0.1349187523794031,0.2914245051395107,HTR2A
GO_Biological_Process_2021,regulation of vasculature development (GO:1901342),1/27,0.1349187523794031,0.2914245051395107,PROK2
GO_Biological_Process_2021,regulation of vascular endothelial growth factor production (GO:0010574),1/27,0.1349187523794031,0.2914245051395107,BRCA1
GO_Biological_Process_2021,regulation of calcium-mediated signaling (GO:0050848),1/28,0.1395531865509501,0.2942422935521118,HTT
GO_Biological_Process_2021,"regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)",1/28,0.1395531865509501,0.2942422935521118,CD44
GO_Biological_Process_2021,cellular response to acid chemical (GO:0071229),1/28,0.1395531865509501,0.2942422935521118,CPEB4
GO_Biological_Process_2021,regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178),1/28,0.1395531865509501,0.2942422935521118,HLA-DRB1
GO_Biological_Process_2021,cellular zinc ion homeostasis (GO:0006882),1/28,0.1395531865509501,0.2942422935521118,SLC39A7
GO_Biological_Process_2021,positive regulation of protein phosphorylation (GO:0001934),4/371,0.1379403034505213,0.2942422935521118,BMP4;RBPMS;HLA-DRB1;CD44
GO_Biological_Process_2021,regulation of phosphatase activity (GO:0010921),1/28,0.1395531865509501,0.2942422935521118,HTT
GO_Biological_Process_2021,L-amino acid transport (GO:0015807),1/28,0.1395531865509501,0.2942422935521118,SLC7A1
GO_Biological_Process_2021,positive regulation of protein import into nucleus (GO:0042307),1/28,0.1395531865509501,0.2942422935521118,ZIC1
GO_Biological_Process_2021,regulation of multicellular organismal development (GO:2000026),1/28,0.1395531865509501,0.2942422935521118,DHX36
GO_Biological_Process_2021,ventricular septum morphogenesis (GO:0060412),1/28,0.1395531865509501,0.2942422935521118,BMP4
GO_Biological_Process_2021,zinc ion homeostasis (GO:0055069),1/30,0.1487483936763554,0.2990770949829026,SLC39A7
GO_Biological_Process_2021,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",1/30,0.1487483936763554,0.2990770949829026,NOL10
GO_Biological_Process_2021,positive regulation of protein import (GO:1904591),1/30,0.1487483936763554,0.2990770949829026,ZIC1
GO_Biological_Process_2021,regulation of natural killer cell mediated cytotoxicity (GO:0042269),1/30,0.1487483936763554,0.2990770949829026,KLRC2
GO_Biological_Process_2021,establishment of spindle orientation (GO:0051294),1/30,0.1487483936763554,0.2990770949829026,HTT
GO_Biological_Process_2021,respiratory tube development (GO:0030323),1/30,0.1487483936763554,0.2990770949829026,BMP4
GO_Biological_Process_2021,aggrephagy (GO:0035973),1/29,0.144163023862874,0.2990770949829026,ARL13B
GO_Biological_Process_2021,negative regulation of interferon-gamma production (GO:0032689),1/29,0.144163023862874,0.2990770949829026,HLA-DRB1
GO_Biological_Process_2021,anterograde trans-synaptic signaling (GO:0098916),3/244,0.1427014652001278,0.2990770949829026,GABRB1;HTR2A;PCDHB11
GO_Biological_Process_2021,regulation of phosphorylation (GO:0042325),2/125,0.1443476125082117,0.2990770949829026,BMP4;CCDC88C
GO_Biological_Process_2021,production of miRNAs involved in gene silencing by miRNA (GO:0035196),1/29,0.144163023862874,0.2990770949829026,SRRT
GO_Biological_Process_2021,regulation of T cell mediated cytotoxicity (GO:0001914),1/29,0.144163023862874,0.2990770949829026,HLA-DRB1
GO_Biological_Process_2021,establishment of mitotic spindle localization (GO:0040001),1/29,0.144163023862874,0.2990770949829026,HTT
GO_Biological_Process_2021,regulation of fatty acid biosynthetic process (GO:0042304),1/29,0.144163023862874,0.2990770949829026,BRCA1
GO_Biological_Process_2021,protein N-linked glycosylation via asparagine (GO:0018279),1/30,0.1487483936763554,0.2990770949829026,MGAT1
GO_Biological_Process_2021,synapse organization (GO:0050808),2/126,0.1461891644972547,0.2990770949829026,SEMA3E;PCDHB11
GO_Biological_Process_2021,alpha-amino acid catabolic process (GO:1901606),1/30,0.1487483936763554,0.2990770949829026,DDO
GO_Biological_Process_2021,negative regulation of axon extension (GO:0030517),1/31,0.1533094245816639,0.2990770949829026,SEMA3E
GO_Biological_Process_2021,purine nucleoside bisphosphate metabolic process (GO:0034032),1/31,0.1533094245816639,0.2990770949829026,ACSM3
GO_Biological_Process_2021,cardiac muscle cell action potential involved in contraction (GO:0086002),1/31,0.1533094245816639,0.2990770949829026,KCNQ1
GO_Biological_Process_2021,negative regulation of osteoblast differentiation (GO:0045668),1/31,0.1533094245816639,0.2990770949829026,NBR1
GO_Biological_Process_2021,cellular response to cAMP (GO:0071320),1/31,0.1533094245816639,0.2990770949829026,KCNQ1
GO_Biological_Process_2021,artery morphogenesis (GO:0048844),1/30,0.1487483936763554,0.2990770949829026,BMP4
GO_Biological_Process_2021,"negative regulation of gene expression, epigenetic (GO:0045814)",1/30,0.1487483936763554,0.2990770949829026,AEBP2
GO_Biological_Process_2021,regulation of cation transmembrane transport (GO:1904062),1/30,0.1487483936763554,0.2990770949829026,KCNAB3
GO_Biological_Process_2021,cardiac muscle cell action potential (GO:0086001),1/30,0.1487483936763554,0.2990770949829026,KCNQ1
GO_Biological_Process_2021,non-motile cilium assembly (GO:1905515),1/30,0.1487483936763554,0.2990770949829026,ARL13B
GO_Biological_Process_2021,regulation of intracellular estrogen receptor signaling pathway (GO:0033146),1/32,0.1578462445743097,0.2990770949829026,BRCA1
GO_Biological_Process_2021,negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144),1/32,0.1578462445743097,0.2990770949829026,BRCA1
GO_Biological_Process_2021,regulation of cell morphogenesis (GO:0022604),1/32,0.1578462445743097,0.2990770949829026,CD44
GO_Biological_Process_2021,protein glycosylation (GO:0006486),2/130,0.1536035894304869,0.2990770949829026,MGAT1;GALNT10
GO_Biological_Process_2021,ribonucleoside bisphosphate metabolic process (GO:0033875),1/31,0.1533094245816639,0.2990770949829026,ACSM3
GO_Biological_Process_2021,positive regulation of leukocyte cell-cell adhesion (GO:1903039),1/31,0.1533094245816639,0.2990770949829026,CD44
GO_Biological_Process_2021,aortic valve morphogenesis (GO:0003180),1/32,0.1578462445743097,0.2990770949829026,BMP4
GO_Biological_Process_2021,negative regulation of chemotaxis (GO:0050922),1/32,0.1578462445743097,0.2990770949829026,SEMA3E
GO_Biological_Process_2021,negative regulation of cell-matrix adhesion (GO:0001953),1/32,0.1578462445743097,0.2990770949829026,SEMA3E
GO_Biological_Process_2021,activation of phospholipase C activity (GO:0007202),1/32,0.1578462445743097,0.2990770949829026,HTR2A
GO_Biological_Process_2021,regulation of canonical Wnt signaling pathway (GO:0060828),3/253,0.1539902045185904,0.2990770949829026,ZEB2;CCDC88C;BICC1
GO_Biological_Process_2021,protein K63-linked deubiquitination (GO:0070536),1/32,0.1578462445743097,0.2990770949829026,OTUD7A
GO_Biological_Process_2021,peptidyl-proline modification (GO:0018208),1/32,0.1578462445743097,0.2990770949829026,PPIG
GO_Biological_Process_2021,ERBB2 signaling pathway (GO:0038128),1/32,0.1578462445743097,0.2990770949829026,PTPRR
GO_Biological_Process_2021,response to amino acid (GO:0043200),1/32,0.1578462445743097,0.2990770949829026,CPEB4
GO_Biological_Process_2021,hematopoietic progenitor cell differentiation (GO:0002244),1/32,0.1578462445743097,0.2990770949829026,BMP4
GO_Biological_Process_2021,positive regulation of immune effector process (GO:0002699),1/32,0.1578462445743097,0.2990770949829026,HLA-DRB1
GO_Biological_Process_2021,metal ion export (GO:0070839),1/32,0.1578462445743097,0.2990770949829026,KCNQ1
GO_Biological_Process_2021,positive regulation of telomere maintenance (GO:0032206),1/32,0.1578462445743097,0.2990770949829026,DHX36
GO_Biological_Process_2021,chondrocyte differentiation (GO:0002062),1/32,0.1578462445743097,0.2990770949829026,BMP4
GO_Biological_Process_2021,peptidyl-asparagine modification (GO:0018196),1/31,0.1533094245816639,0.2990770949829026,MGAT1
GO_Biological_Process_2021,organelle transport along microtubule (GO:0072384),1/31,0.1533094245816639,0.2990770949829026,HTT
GO_Biological_Process_2021,embryonic skeletal system morphogenesis (GO:0048704),1/31,0.1533094245816639,0.2990770949829026,HOXC4
GO_Biological_Process_2021,regulation of potassium ion transport (GO:0043266),1/31,0.1533094245816639,0.2990770949829026,KCNAB3
GO_Biological_Process_2021,negative regulation of response to DNA damage stimulus (GO:2001021),1/31,0.1533094245816639,0.2990770949829026,CD44
GO_Biological_Process_2021,RNA metabolic process (GO:0016070),2/133,0.1592121784957196,0.3004936650443484,RBPMS;DHX36
GO_Biological_Process_2021,transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),2/133,0.1592121784957196,0.3004936650443484,BMP4;RGMA
GO_Biological_Process_2021,regulation of sprouting angiogenesis (GO:1903670),1/33,0.16235898095452,0.3023236197084166,EPN2
GO_Biological_Process_2021,positive regulation of histone modification (GO:0031058),1/33,0.16235898095452,0.3023236197084166,BRCA1
GO_Biological_Process_2021,RNA stabilization (GO:0043489),1/33,0.16235898095452,0.3023236197084166,DHX36
GO_Biological_Process_2021,mitotic G2 DNA damage checkpoint signaling (GO:0007095),1/33,0.16235898095452,0.3023236197084166,BRCA1
GO_Biological_Process_2021,regulation of histone acetylation (GO:0035065),1/33,0.16235898095452,0.3023236197084166,BRCA1
GO_Biological_Process_2021,very long-chain fatty acid metabolic process (GO:0000038),1/33,0.16235898095452,0.3023236197084166,TECR
GO_Biological_Process_2021,negative chemotaxis (GO:0050919),1/33,0.16235898095452,0.3023236197084166,SEMA3E
GO_Biological_Process_2021,negative regulation of T cell proliferation (GO:0042130),1/35,0.171312708803347,0.3044167330107008,HLA-DRB1
GO_Biological_Process_2021,semaphorin-plexin signaling pathway (GO:0071526),1/35,0.171312708803347,0.3044167330107008,SEMA3E
GO_Biological_Process_2021,response to estrogen (GO:0043627),1/35,0.171312708803347,0.3044167330107008,BRCA1
GO_Biological_Process_2021,respiratory system development (GO:0060541),1/35,0.171312708803347,0.3044167330107008,BMP4
GO_Biological_Process_2021,embryonic skeletal system development (GO:0048706),1/35,0.171312708803347,0.3044167330107008,HOXC4
GO_Biological_Process_2021,oxoacid metabolic process (GO:0043436),1/35,0.171312708803347,0.3044167330107008,DDO
GO_Biological_Process_2021,maturation of SSU-rRNA (GO:0030490),1/35,0.171312708803347,0.3044167330107008,NOL10
GO_Biological_Process_2021,regulation of ion transmembrane transport (GO:0034765),1/35,0.171312708803347,0.3044167330107008,KCNQ1
GO_Biological_Process_2021,cholesterol biosynthetic process (GO:0006695),1/35,0.171312708803347,0.3044167330107008,INSIG1
GO_Biological_Process_2021,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042),1/34,0.1668477603787351,0.3044167330107008,BRCA1
GO_Biological_Process_2021,cellular calcium ion homeostasis (GO:0006874),2/136,0.1648587288905402,0.3044167330107008,TRPC6;HTR2A
GO_Biological_Process_2021,cellular response to amino acid stimulus (GO:0071230),1/34,0.1668477603787351,0.3044167330107008,CPEB4
GO_Biological_Process_2021,cardiac muscle contraction (GO:0060048),1/34,0.1668477603787351,0.3044167330107008,KCNQ1
GO_Biological_Process_2021,regulation of myoblast differentiation (GO:0045661),1/34,0.1668477603787351,0.3044167330107008,BMP4
GO_Biological_Process_2021,phosphatidylinositol 3-kinase signaling (GO:0014065),1/34,0.1668477603787351,0.3044167330107008,HTR2A
GO_Biological_Process_2021,secondary alcohol biosynthetic process (GO:1902653),1/34,0.1668477603787351,0.3044167330107008,INSIG1
GO_Biological_Process_2021,epithelial tube morphogenesis (GO:0060562),1/34,0.1668477603787351,0.3044167330107008,BMP4
GO_Biological_Process_2021,regulation of protein phosphorylation (GO:0001932),3/266,0.1707725354697974,0.3044167330107008,BMP4;CCDC88C;HLA-DRB1
GO_Biological_Process_2021,negative regulation of epithelial cell migration (GO:0010633),1/35,0.171312708803347,0.3044167330107008,PTPRR
GO_Biological_Process_2021,positive regulation of release of sequestered calcium ion into cytosol (GO:0051281),1/34,0.1668477603787351,0.3044167330107008,HTT
GO_Biological_Process_2021,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),5/547,0.1695821917062685,0.3044167330107008,BMP4;DHX36;PRDM16;SAP18;BRCA1
GO_Biological_Process_2021,regulation of blood circulation (GO:1903522),1/35,0.171312708803347,0.3044167330107008,KCNQ1
GO_Biological_Process_2021,negative regulation of organelle assembly (GO:1902116),1/35,0.171312708803347,0.3044167330107008,BRCA1
GO_Biological_Process_2021,smoothened signaling pathway (GO:0007224),1/35,0.171312708803347,0.3044167330107008,ARL13B
GO_Biological_Process_2021,lung development (GO:0030324),1/35,0.171312708803347,0.3044167330107008,BMP4
GO_Biological_Process_2021,protein deubiquitination (GO:0016579),3/267,0.1720851256701565,0.3052312812981608,USP35;OTUD7A;BRCA1
GO_Biological_Process_2021,negative regulation of fat cell differentiation (GO:0045599),1/36,0.1757539515744971,0.305604366601809,ANKRD26
GO_Biological_Process_2021,regulation of cardiac muscle contraction (GO:0055117),1/36,0.1757539515744971,0.305604366601809,KCNQ1
GO_Biological_Process_2021,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339),1/36,0.1757539515744971,0.305604366601809,PCDHB11
GO_Biological_Process_2021,aortic valve development (GO:0003176),1/36,0.1757539515744971,0.305604366601809,BMP4
GO_Biological_Process_2021,transition metal ion transport (GO:0000041),1/36,0.1757539515744971,0.305604366601809,TRPC6
GO_Biological_Process_2021,positive regulation of telomere maintenance via telomere lengthening (GO:1904358),1/36,0.1757539515744971,0.305604366601809,DHX36
GO_Biological_Process_2021,cellular response to heat (GO:0034605),1/36,0.1757539515744971,0.305604366601809,DHX36
GO_Biological_Process_2021,positive regulation of T cell mediated immunity (GO:0002711),1/36,0.1757539515744971,0.305604366601809,HLA-DRB1
GO_Biological_Process_2021,positive regulation of myeloid leukocyte differentiation (GO:0002763),1/36,0.1757539515744971,0.305604366601809,HLA-DRB1
GO_Biological_Process_2021,positive regulation of bone mineralization (GO:0030501),1/36,0.1757539515744971,0.305604366601809,BMP4
GO_Biological_Process_2021,regulation of embryonic development (GO:0045995),1/36,0.1757539515744971,0.305604366601809,DHX36
GO_Biological_Process_2021,chromatin organization (GO:0006325),2/142,0.1762553607026859,0.3059289475053762,ACTL6B;PRDM16
GO_Biological_Process_2021,nitrogen compound transport (GO:0071705),2/143,0.178167135216193,0.3086959989842062,SLC7A1;LRP1B
GO_Biological_Process_2021,negative regulation of cell migration (GO:0030336),2/144,0.1800821926304017,0.3088656229164749,PTPRR;HAS1
GO_Biological_Process_2021,neural crest cell migration (GO:0001755),1/37,0.1801716133679437,0.3088656229164749,SEMA3E
GO_Biological_Process_2021,acyl-CoA metabolic process (GO:0006637),1/37,0.1801716133679437,0.3088656229164749,ACSM3
GO_Biological_Process_2021,positive regulation of calcium ion transport (GO:0051928),1/37,0.1801716133679437,0.3088656229164749,TRPC6
GO_Biological_Process_2021,regulation of actin cytoskeleton reorganization (GO:2000249),1/37,0.1801716133679437,0.3088656229164749,SEMA3E
GO_Biological_Process_2021,phospholipid biosynthetic process (GO:0008654),1/37,0.1801716133679437,0.3088656229164749,AGPAT4
GO_Biological_Process_2021,positive regulation of MAPK cascade (GO:0043410),3/274,0.1813537459692878,0.310344790637584,HTR2A;HLA-DRB1;CD44
GO_Biological_Process_2021,mRNA destabilization (GO:0061157),1/38,0.1845658181806441,0.3103771198470348,DHX36
GO_Biological_Process_2021,sterol biosynthetic process (GO:0016126),1/38,0.1845658181806441,0.3103771198470348,INSIG1
GO_Biological_Process_2021,positive regulation of potassium ion transport (GO:0043268),1/38,0.1845658181806441,0.3103771198470348,KCNQ1
GO_Biological_Process_2021,positive regulation of insulin secretion (GO:0032024),1/38,0.1845658181806441,0.3103771198470348,HLA-DRB1
GO_Biological_Process_2021,negative regulation of G0 to G1 transition (GO:0070317),1/38,0.1845658181806441,0.3103771198470348,BRCA1
GO_Biological_Process_2021,protein modification by small protein removal (GO:0070646),3/276,0.184026871725966,0.3103771198470348,USP35;OTUD7A;BRCA1
GO_Biological_Process_2021,regulation of phosphoprotein phosphatase activity (GO:0043666),1/38,0.1845658181806441,0.3103771198470348,HTT
GO_Biological_Process_2021,positive regulation of cell development (GO:0010720),1/38,0.1845658181806441,0.3103771198470348,BMP4
GO_Biological_Process_2021,response to cAMP (GO:0051591),1/38,0.1845658181806441,0.3103771198470348,KCNQ1
GO_Biological_Process_2021,connective tissue development (GO:0061448),1/38,0.1845658181806441,0.3103771198470348,CD44
GO_Biological_Process_2021,regulation of cytosolic calcium ion concentration (GO:0051480),2/148,0.1877734904658847,0.3133898670959698,TRPC6;PROK2
