Gene_set,Term,Overlap,P-value,Adjusted P-value,Genes
GO_Biological_Process_2021,odontogenesis (GO:0042476),1/39,0.1889366894220558,0.3133898670959698,BMP4
GO_Biological_Process_2021,regulation of ion transmembrane transporter activity (GO:0032412),1/39,0.1889366894220558,0.3133898670959698,TRPC6
GO_Biological_Process_2021,regulation of heart rate by cardiac conduction (GO:0086091),1/39,0.1889366894220558,0.3133898670959698,KCNQ1
GO_Biological_Process_2021,negative regulation of lymphocyte proliferation (GO:0050672),1/39,0.1889366894220558,0.3133898670959698,HLA-DRB1
GO_Biological_Process_2021,negative regulation of cellular metabolic process (GO:0031324),1/39,0.1889366894220558,0.3133898670959698,BRCA1
GO_Biological_Process_2021,vesicle cytoskeletal trafficking (GO:0099518),1/39,0.1889366894220558,0.3133898670959698,HTT
GO_Biological_Process_2021,organophosphate biosynthetic process (GO:0090407),1/39,0.1889366894220558,0.3133898670959698,AGPAT4
GO_Biological_Process_2021,positive regulation of cation channel activity (GO:2001259),1/40,0.1932843498162648,0.3184277763074735,HTT
GO_Biological_Process_2021,negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124),1/40,0.1932843498162648,0.3184277763074735,OTUD7A
GO_Biological_Process_2021,positive regulation of ossification (GO:0045778),1/40,0.1932843498162648,0.3184277763074735,BMP4
GO_Biological_Process_2021,negative regulation of cell-substrate adhesion (GO:0010812),1/40,0.1932843498162648,0.3184277763074735,SEMA3E
GO_Biological_Process_2021,epithelial cell migration (GO:0010631),1/41,0.197608921507236,0.3195937965141988,ZEB2
GO_Biological_Process_2021,positive regulation of biomineral tissue development (GO:0070169),1/41,0.197608921507236,0.3195937965141988,BMP4
GO_Biological_Process_2021,dephosphorylation (GO:0016311),2/153,0.1974510816368068,0.3195937965141988,PTPRR;PTPN14
GO_Biological_Process_2021,JNK cascade (GO:0007254),1/41,0.197608921507236,0.3195937965141988,TNFRSF19
GO_Biological_Process_2021,import into cell (GO:0098657),1/41,0.197608921507236,0.3195937965141988,SLC7A1
GO_Biological_Process_2021,hexose metabolic process (GO:0019318),1/41,0.197608921507236,0.3195937965141988,SORD
GO_Biological_Process_2021,positive regulation of cation transmembrane transport (GO:1904064),1/41,0.197608921507236,0.3195937965141988,KCNQ1
GO_Biological_Process_2021,regulation of protein dephosphorylation (GO:0035304),1/41,0.197608921507236,0.3195937965141988,HTT
GO_Biological_Process_2021,heart contraction (GO:0060047),1/41,0.197608921507236,0.3195937965141988,KCNQ1
GO_Biological_Process_2021,regulation of G0 to G1 transition (GO:0070316),1/41,0.197608921507236,0.3195937965141988,BRCA1
GO_Biological_Process_2021,regulation of viral transcription (GO:0046782),1/41,0.197608921507236,0.3195937965141988,TRIM31
GO_Biological_Process_2021,ATP-dependent chromatin remodeling (GO:0043044),1/42,0.2019105258805906,0.3243917870346017,ACTL6B
GO_Biological_Process_2021,calcium ion transmembrane import into cytosol (GO:0097553),1/42,0.2019105258805906,0.3243917870346017,HTR2A
GO_Biological_Process_2021,skeletal system morphogenesis (GO:0048705),1/42,0.2019105258805906,0.3243917870346017,HOXC4
GO_Biological_Process_2021,regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041),1/42,0.2019105258805906,0.3243917870346017,BRCA1
GO_Biological_Process_2021,positive regulation of phospholipase C activity (GO:0010863),1/43,0.2061892837983776,0.3285507932000378,HTR2A
GO_Biological_Process_2021,glutathione metabolic process (GO:0006749),1/43,0.2061892837983776,0.3285507932000378,CNDP2
GO_Biological_Process_2021,regulation of cell-cell adhesion (GO:0022407),1/43,0.2061892837983776,0.3285507932000378,PTPRR
GO_Biological_Process_2021,cellular response to glucose starvation (GO:0042149),1/43,0.2061892837983776,0.3285507932000378,CPEB4
GO_Biological_Process_2021,positive regulation of T cell differentiation (GO:0045582),1/43,0.2061892837983776,0.3285507932000378,HLA-DRB1
GO_Biological_Process_2021,positive regulation of osteoblast differentiation (GO:0045669),1/44,0.2104453154980022,0.3309916612687024,BMP4
GO_Biological_Process_2021,hexose biosynthetic process (GO:0019319),1/44,0.2104453154980022,0.3309916612687024,SORD
GO_Biological_Process_2021,cardiac ventricle morphogenesis (GO:0003208),1/44,0.2104453154980022,0.3309916612687024,BMP4
GO_Biological_Process_2021,cation transmembrane transport (GO:0098655),1/44,0.2104453154980022,0.3309916612687024,SLC7A1
GO_Biological_Process_2021,embryonic organ morphogenesis (GO:0048562),1/44,0.2104453154980022,0.3309916612687024,HOXC4
GO_Biological_Process_2021,positive regulation of potassium ion transmembrane transport (GO:1901381),1/44,0.2104453154980022,0.3309916612687024,KCNQ1
GO_Biological_Process_2021,positive regulation of biosynthetic process (GO:0009891),1/44,0.2104453154980022,0.3309916612687024,BMP4
GO_Biological_Process_2021,positive regulation of mRNA catabolic process (GO:0061014),1/44,0.2104453154980022,0.3309916612687024,DHX36
GO_Biological_Process_2021,negative regulation of T cell activation (GO:0050868),1/45,0.2146787405080519,0.332273464608004,HLA-DRB1
GO_Biological_Process_2021,positive regulation of Notch signaling pathway (GO:0045747),1/45,0.2146787405080519,0.332273464608004,EPN2
GO_Biological_Process_2021,regulation of DNA repair (GO:0006282),1/45,0.2146787405080519,0.332273464608004,BRCA1
GO_Biological_Process_2021,amino acid transmembrane transport (GO:0003333),1/45,0.2146787405080519,0.332273464608004,SLC7A1
GO_Biological_Process_2021,action potential (GO:0001508),1/45,0.2146787405080519,0.332273464608004,KCNQ1
GO_Biological_Process_2021,positive regulation of transcription by RNA polymerase II (GO:0045944),7/908,0.2130458989552701,0.332273464608004,BMP4;RXRB;ZEB2;DHX36;HOXC4;BRCA1;RGMA
GO_Biological_Process_2021,mitotic G2/M transition checkpoint (GO:0044818),1/45,0.2146787405080519,0.332273464608004,BRCA1
GO_Biological_Process_2021,positive regulation of RNA metabolic process (GO:0051254),1/45,0.2146787405080519,0.332273464608004,BMP4
GO_Biological_Process_2021,neural crest cell development (GO:0014032),1/45,0.2146787405080519,0.332273464608004,SEMA3E
GO_Biological_Process_2021,regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),1/45,0.2146787405080519,0.332273464608004,BMP4
GO_Biological_Process_2021,postreplication repair (GO:0006301),1/46,0.2188896777943625,0.3355848057036598,BRCA1
GO_Biological_Process_2021,positive regulation of smooth muscle cell proliferation (GO:0048661),1/46,0.2188896777943625,0.3355848057036598,BMP4
GO_Biological_Process_2021,"regulation of synaptic transmission, glutamatergic (GO:0051966)",1/46,0.2188896777943625,0.3355848057036598,GRM2
GO_Biological_Process_2021,positive regulation of nucleocytoplasmic transport (GO:0046824),1/46,0.2188896777943625,0.3355848057036598,ZIC1
GO_Biological_Process_2021,positive regulation of organelle assembly (GO:1902117),1/46,0.2188896777943625,0.3355848057036598,HTT
GO_Biological_Process_2021,alpha-amino acid metabolic process (GO:1901605),1/46,0.2188896777943625,0.3355848057036598,ASPA
GO_Biological_Process_2021,negative regulation of canonical Wnt signaling pathway (GO:0090090),2/165,0.2209069041560184,0.3381441115585037,CCDC88C;BICC1
GO_Biological_Process_2021,regulation of MAPK cascade (GO:0043408),2/166,0.2228731781635924,0.3398621548317049,NBR1;HLA-DRB1
GO_Biological_Process_2021,positive regulation of cell-cell adhesion (GO:0022409),1/47,0.2230782456611396,0.3398621548317049,CD44
GO_Biological_Process_2021,regulation of protein localization to nucleus (GO:1900180),1/47,0.2230782456611396,0.3398621548317049,BMP4
GO_Biological_Process_2021,negative regulation of mitotic cell cycle (GO:0045930),1/48,0.2272445618530885,0.3419221580823562,BMP4
GO_Biological_Process_2021,chemical synaptic transmission (GO:0007268),3/306,0.2252659274238749,0.3419221580823562,GABRB1;HTR2A;PCDHB11
GO_Biological_Process_2021,histone H4 acetylation (GO:0043967),1/48,0.2272445618530885,0.3419221580823562,ACTL6B
GO_Biological_Process_2021,phosphatidic acid biosynthetic process (GO:0006654),1/48,0.2272445618530885,0.3419221580823562,AGPAT4
GO_Biological_Process_2021,positive regulation of DNA repair (GO:0045739),1/48,0.2272445618530885,0.3419221580823562,BRCA1
GO_Biological_Process_2021,negative regulation of MAP kinase activity (GO:0043407),1/48,0.2272445618530885,0.3419221580823562,BMP4
GO_Biological_Process_2021,regulation of interleukin-10 production (GO:0032653),1/48,0.2272445618530885,0.3419221580823562,HLA-DRB1
GO_Biological_Process_2021,cellular response to alcohol (GO:0097306),1/48,0.2272445618530885,0.3419221580823562,BRCA1
GO_Biological_Process_2021,cellular defense response (GO:0006968),1/49,0.2313887434989261,0.3460151672014711,KLRC2
GO_Biological_Process_2021,regulation of stress-activated MAPK cascade (GO:0032872),1/49,0.2313887434989261,0.3460151672014711,NBR1
GO_Biological_Process_2021,aminoglycan biosynthetic process (GO:0006023),1/49,0.2313887434989261,0.3460151672014711,HAS1
GO_Biological_Process_2021,regulation of smooth muscle cell proliferation (GO:0048660),1/49,0.2313887434989261,0.3460151672014711,BMP4
GO_Biological_Process_2021,phosphatidic acid metabolic process (GO:0046473),1/50,0.2355109070084182,0.3484270953001256,AGPAT4
GO_Biological_Process_2021,positive regulation of ion transport (GO:0043270),1/50,0.2355109070084182,0.3484270953001256,TRPC6
GO_Biological_Process_2021,organic hydroxy compound biosynthetic process (GO:1901617),1/50,0.2355109070084182,0.3484270953001256,INSIG1
GO_Biological_Process_2021,chloride transmembrane transport (GO:1902476),1/50,0.2355109070084182,0.3484270953001256,GABRB1
GO_Biological_Process_2021,negative regulation of ERK1 and ERK2 cascade (GO:0070373),1/50,0.2355109070084182,0.3484270953001256,PTPRR
GO_Biological_Process_2021,regulation of generation of precursor metabolites and energy (GO:0043467),1/50,0.2355109070084182,0.3484270953001256,PRDM16
GO_Biological_Process_2021,amino acid transport (GO:0006865),1/50,0.2355109070084182,0.3484270953001256,SLC7A1
GO_Biological_Process_2021,negative regulation of nucleic acid-templated transcription (GO:1903507),4/464,0.2370420257865795,0.3501593450829108,BMP4;PRDM16;SAP18;BRCA1
GO_Biological_Process_2021,regulation of protein modification process (GO:0031399),1/51,0.2396111683412124,0.3512851517762571,CCDC88C
GO_Biological_Process_2021,sensory perception (GO:0007600),1/51,0.2396111683412124,0.3512851517762571,PROK2
GO_Biological_Process_2021,regulation of epithelial cell migration (GO:0010632),1/51,0.2396111683412124,0.3512851517762571,PTPRR
GO_Biological_Process_2021,intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630),1/51,0.2396111683412124,0.3512851517762571,BRCA1
GO_Biological_Process_2021,regulation of smoothened signaling pathway (GO:0008589),1/51,0.2396111683412124,0.3512851517762571,ZIC1
GO_Biological_Process_2021,ameboidal-type cell migration (GO:0001667),1/52,0.2436896427342913,0.3556551542608576,SEMA3E
GO_Biological_Process_2021,plasma membrane bounded cell projection morphogenesis (GO:0120039),1/52,0.2436896427342913,0.3556551542608576,DCLK1
GO_Biological_Process_2021,negative regulation of cellular biosynthetic process (GO:0031327),1/52,0.2436896427342913,0.3556551542608576,BRCA1
GO_Biological_Process_2021,transcription by RNA polymerase II (GO:0006366),3/320,0.2451054167259239,0.3571851050338802,RXRB;SRRT;TCFL5
GO_Biological_Process_2021,negative regulation of gene expression (GO:0010629),3/322,0.2479635669127778,0.3586615878559822,BMP4;AEBP2;DHX36
GO_Biological_Process_2021,regulation of immune effector process (GO:0002697),1/53,0.2477464448865542,0.3586615878559822,HLA-DRB1
GO_Biological_Process_2021,positive regulation of macroautophagy (GO:0016239),1/53,0.2477464448865542,0.3586615878559822,HTT
GO_Biological_Process_2021,cardiac muscle tissue development (GO:0048738),1/53,0.2477464448865542,0.3586615878559822,BMP4
GO_Biological_Process_2021,negative regulation of cysteine-type endopeptidase activity (GO:2000117),1/53,0.2477464448865542,0.3586615878559822,CD44
GO_Biological_Process_2021,cytoplasmic microtubule organization (GO:0031122),1/54,0.2517816888511551,0.3620292922534361,CCDC88C
GO_Biological_Process_2021,"regulation of alternative mRNA splicing, via spliceosome (GO:0000381)",1/54,0.2517816888511551,0.3620292922534361,SAP18
GO_Biological_Process_2021,glycosaminoglycan metabolic process (GO:0030203),1/54,0.2517816888511551,0.3620292922534361,HAS1
GO_Biological_Process_2021,striated muscle contraction (GO:0006941),1/54,0.2517816888511551,0.3620292922534361,KCNQ1
GO_Biological_Process_2021,positive regulation of response to DNA damage stimulus (GO:2001022),1/55,0.2557954881536622,0.3667156555831264,BRCA1
GO_Biological_Process_2021,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),1/55,0.2557954881536622,0.3667156555831264,CD44
GO_Biological_Process_2021,glycosaminoglycan catabolic process (GO:0006027),1/56,0.2597879556852913,0.3718908585067793,CD44
GO_Biological_Process_2021,negative regulation of apoptotic process (GO:0043066),4/485,0.2615013630862328,0.3737931248820857,BMP4;PROK2;CD44;CPEB4
GO_Biological_Process_2021,regulation of reactive oxygen species metabolic process (GO:2000377),1/57,0.2637592036702775,0.3742685342591382,BRCA1
GO_Biological_Process_2021,icosanoid metabolic process (GO:0006690),1/57,0.2637592036702775,0.3742685342591382,PON3
GO_Biological_Process_2021,carboxylic acid transport (GO:0046942),1/57,0.2637592036702775,0.3742685342591382,SLC7A1
GO_Biological_Process_2021,renal system development (GO:0072001),1/57,0.2637592036702775,0.3742685342591382,BMP4
GO_Biological_Process_2021,regulation of mitotic nuclear division (GO:0007088),1/57,0.2637592036702775,0.3742685342591382,BMP4
GO_Biological_Process_2021,positive regulation of protein binding (GO:0032092),1/58,0.2677093439302499,0.3771209888408738,BMP4
GO_Biological_Process_2021,fat cell differentiation (GO:0045444),1/58,0.2677093439302499,0.3771209888408738,PRDM16
GO_Biological_Process_2021,positive regulation of mitochondrion organization (GO:0010822),1/58,0.2677093439302499,0.3771209888408738,HTT
GO_Biological_Process_2021,regulation of calcium ion transport (GO:0051924),1/58,0.2677093439302499,0.3771209888408738,TRPC6
GO_Biological_Process_2021,negative regulation of neuron projection development (GO:0010977),1/58,0.2677093439302499,0.3771209888408738,NGEF
GO_Biological_Process_2021,mitotic DNA damage checkpoint signaling (GO:0044773),1/59,0.2716384875674422,0.3821021851165758,BRCA1
GO_Biological_Process_2021,negative regulation of Wnt signaling pathway (GO:0030178),2/191,0.2723252213775334,0.3825146173106394,CCDC88C;BICC1
GO_Biological_Process_2021,response to retinoic acid (GO:0032526),1/62,0.2833010414057172,0.3956445578252258,RXRB
GO_Biological_Process_2021,glucose metabolic process (GO:0006006),1/62,0.2833010414057172,0.3956445578252258,SORD
GO_Biological_Process_2021,double-strand break repair via nonhomologous end joining (GO:0006303),1/62,0.2833010414057172,0.3956445578252258,BRCA1
GO_Biological_Process_2021,stress-activated MAPK cascade (GO:0051403),1/62,0.2833010414057172,0.3956445578252258,TNFRSF19
GO_Biological_Process_2021,anterior/posterior pattern specification (GO:0009952),1/63,0.2871472983696236,0.4004407087737075,HOXC4
GO_Biological_Process_2021,regulation of transcription initiation from RNA polymerase II promoter (GO:0060260),1/64,0.2909731057548295,0.4046149625088616,DHX36
GO_Biological_Process_2021,regulation of cilium assembly (GO:1902017),1/64,0.2909731057548295,0.4046149625088616,HTT
GO_Biological_Process_2021,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)",1/65,0.294778571215425,0.4069954136667515,HTR2A
GO_Biological_Process_2021,regulation of cell-matrix adhesion (GO:0001952),1/65,0.294778571215425,0.4069954136667515,SEMA3E
